,psis_specific_c1_ratios,psis_specific_c2_ratios,phi_direct_cs_ratios,phi_indirect_cs_ratios
0,0.03695797613407275,0.15722174441662648,0.036347648331571725,0.0011190861416197865
1,0.24763821731468774,0.019967022551217486,0.096564275819985,0.00790704603966384
2,0.058076080718876266,0.24233855267594914,0.09144580603637495,0.005014637080756603
3,0.03874902343201243,0.13233936568781307,0.09688276118140984,0.0022818960482666358
4,0.056395866411117004,0.14952847782305456,0.0519293359563892,0.008803859318274468
5,0.06655978538118551,0.032195031568121014,0.09158968509898562,0.001183045622246702
6,0.01202382541135848,0.05814368519816822,0.013824576105923355,0.0019078263322559487
7,0.12709234911001727,0.020366433125946277,0.12482291699438013,0.01217421511372412
8,0.07529443275281762,0.05386901339033798,0.05689400921677753,0.0015373706113141032
9,0.01842237289393203,0.0203071779754955,0.12794292950439085,0.004823281951110048
10,0.03477896039783564,0.01839077487331129,0.04491517580940611,0.0022605514066254603
11,0.02073762210627222,0.1526416808613776,0.03431636564384319,0.012061796931408124
12,0.04592678119957881,0.0578892793611395,0.0330567758062352,0.003490334706731977
13,0.018985717134489218,0.07919763031175087,0.06739621125936719,0.034394965554112734
14,0.010481582234018303,0.03900916635377246,0.2101261800465678,0.0019027732873023084
15,0.11666554039061719,0.1564671377461752,0.034813701529584205,0.001121679505126304
16,0.09192515932224003,0.0074439452829572015,0.031053274703071985,0.008912614677563631
17,0.07512901492689097,0.026757459367496746,0.10932509688825037,0.0038015787630067918
18,0.11016451504072207,0.03335853483141109,0.015086691280507582,0.00047799531878376067
19,0.008985115156485935,0.009452364915668388,0.1726304599760705,0.01365315660259023
20,0.058599827664511384,0.03181113294326754,0.020531456448687972,0.0016363512587709685
21,0.025014790908867105,0.02634085762630243,0.07586399091086489,0.00449339521746004
22,0.03249180105168563,0.01085333958820274,0.012908311674700582,0.005123994138732664
23,0.011277724068054832,0.010048248867782278,0.007947640268338874,0.004065094102191462
24,0.022044992889607783,0.05057868663163293,0.05794075869411914,0.002129869627839667
