,psis_specific_q_ratios,psis_specific_d_ratios,phi_direct_cs_ratios,phi_indirect_cs_ratios
0,0.5675585679416295,0.8575249869436506,0.07537296093995266,0.0257184544655145
1,0.4256665203638967,0.3106522708132273,0.04099475432041706,0.30665390844056833
2,1.3922294975931255,0.18010473854663725,0.20100600125704043,0.07420472724520934
3,0.7499276989984646,0.30616252885599476,0.22826192442741852,0.1219901462119279
4,0.20728011356617645,0.2782760003697498,0.062315997094389085,0.02180730691844602
5,0.9681802726574933,0.12493642778276444,0.0627102029612638,0.1423464177987445
6,0.0870581184023387,0.31366968226986636,0.05409687816476988,0.08196424167744089
7,0.11863748296281788,0.04840016380100956,0.06617680499239714,0.10513100439268558
8,2.0140968663896186,0.3193099714599901,0.08922169664541713,0.1358374534197321
9,1.1714871016532709,0.32376832848728326,0.08347988841142577,0.003243136796799887
10,1.0417210189019208,0.12231432478491243,0.09861070012741774,0.013302186069841657
11,2.570267886498815,1.6534063505110173,0.16914056384579826,0.0723246159382899
12,1.0844083270524913,0.677604237417346,0.1217138934220953,0.07073209649160514
13,1.2541305749599445,0.14960155380618184,0.3287667962268512,0.21822503582229213
14,0.7497969983879208,0.16633965964006425,0.1549638193472572,0.015149388645361136
15,1.3487331850233402,0.4036851445800412,0.06311034979393368,0.0751877716264181
16,1.0281388146257586,0.496637163250022,0.1361975628563948,0.030140375986957086
17,1.3095508937927027,0.24725167424978475,0.17777348922103708,0.07175884257357698
18,0.8485981637362813,0.4918269850648297,0.044983125306650856,0.26127969523478023
19,1.2890929030868918,0.2196734820120493,0.13817634775157878,0.12051775559257256
20,0.7583784638548415,0.26630873698111307,0.05984888182616682,0.07211717397182635
21,1.2810470640139016,0.06303551678657425,0.030294909507362983,0.06873015569381184
22,0.21278048817069106,0.3467139823717053,0.07745963927814171,0.04069402235379603
23,0.9343912968757601,0.209374933146889,0.03828944900661448,0.010535276610744332
24,0.29826383509502213,0.2858634605821306,0.18759303933291696,0.07195764396229037
